#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
202,"Bazı Aşklar Yarım Kalmalı","İrem Derici",59,100,"turkish pop","Pop","Bazı Aşklar Yarım Kalmalı",2017-11-03,03:32,69,83,37,0,63,10,10,-6,D Minor,4,2023-05-16,3dlDT2CbBppXXW8t4C3At3,"İD Müzik",7A,https://p.scdn.co/mp3-preview/282192e65a2d39251ccc81efc02568652d163ee8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485130ddfb2eab305b75637985e8
203,"Dem","Can Bonomo",63,114,"turkish pop, turkish rock","Pop, Rock","Bulunmam Gerek",2014-12-15,03:13,67,90,3,0,83,0,10,-5,B Minor,4,2023-05-18,2aUycmP66tY4wr3zt1sGc0,"AVRUPA MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/647c80585032e5b3e8f24adf76c6bcd2d6054451?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485180cb1ec0ca1c857dfccecfde
204,"Sana Doğru","Bora Duran",51,114,"turkish pop","Pop","Sana Doğru",2018-08-31,03:30,72,83,7,0,59,0,30,-3,A Major,4,2023-05-18,4uqfAomhCo0lGZX32MbtRt,"GARAJ",11B,https://p.scdn.co/mp3-preview/3e0d7d0782ed583828875e1aa9295ab0a32fd09f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485189545f893862d974499727e4
205,"Yüreğim","Gökhan Türkmen",36,128,"turkish pop","Pop","Biraz Ayrılık",2012-12-17,04:09,80,57,75,0,95,0,10,-9,C Major,4,2023-05-18,5kuudDZqV9ODUY09ZxjmZa,"CİNAN PLAK KASETÇİLİK",8B,https://p.scdn.co/mp3-preview/be1ba4cd01b1a65332b0ee3f99f9054c94095230?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485145a1fbca75f107d024f34bf5
206,"Yap Bi Güzellik","Tarkan",58,92,"turkish pop","Pop","Yap Bi Güzellik",2022-07-22,03:07,80,75,8,0,70,0,0,-4,A#/B♭ Minor,4,2023-05-18,5wZ4RzkwZhjbwRyA7Q29Zr,"HİTT MÜZİK PRD.",3A,https://p.scdn.co/mp3-preview/66aa2f1c441b5ce80167ca3ee17e3ae5ba855c08?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a46bb4049c09ebc62392c9a4
207,"Cesaretsizce Olmuyor","Jabbar",63,98,"turkish pop","Pop","Yineleme",2018-10-26,03:12,80,59,55,0,79,0,10,-7,F#/G♭ Minor,4,2023-05-19,3GXkYMKJ443tsH5KmOABnw,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",11A,,https://i.scdn.co/image/ab67616d0000485186b39af8a8e5cc315c5397b2
208,"Aşkın Yalanmış","Göksel",64,138,"turkce slow sarkilar, turkish pop","Pop","Bende Bi' Aşk Var",2012-01-09,04:03,62,83,11,0,54,0,20,-3,F Minor,4,2023-05-19,09jOIuHj9xZMJxk0opiqRg,"AVRUPA MÜZİK YAPIM",4A,https://p.scdn.co/mp3-preview/56f0a3d3f48bd6e1180c4fc508a2d9d8beb74516?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eb4534ca1227f529d3895fd1
209,"Mecnun","Buray",53,93,"turkish deep house, turkish pop","Electronic, Pop","Sahiden",2016-11-11,03:20,72,69,17,0,85,0,0,-7,E Minor,4,2023-05-20,4K84p5DmcoUm3pp64qzkHY,"SONY MUSIC TURKEY",9A,https://p.scdn.co/mp3-preview/2df8bd616524c47cb21e0700bea4c3c9d5d3dba7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd3ddbe9afea034db1792e2e
210,"Fan","Mabel Matiz",63,95,"turkish pop","Pop","Fan",2022-09-01,03:37,67,77,9,0,96,0,0,-7,G#/A♭ Minor,4,2023-05-20,6Trva7pHXIFHRa5QaGLGdK,"Pose Records",1A,https://p.scdn.co/mp3-preview/c4db6ad4d65c67e12478bf34a603bb196cc43352?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c84f59124c23df6ca1b43fbd
211,"Rüyamda Buluttum","Can Bonomo,Demet Evgar",59,114,"turkish pop, turkish rock, ","Pop, Rock","Rüyamda Buluttum / Acı Kiraz",2021-08-13,03:26,69,53,43,0,47,0,20,-9,A#/B♭ Minor,4,2023-05-24,4DIgXpNk216oU44hPmyxy6,"AVRUPA MÜZİK YAPIM",3A,https://p.scdn.co/mp3-preview/688206e7a63d4f6e667c09d5ac4048f844da0697?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519fc586a74cea41f43e131a8e
212,"Zalim","Sezen Aksu",73,110,"turkish pop","Pop","Düş Bahçeleri",1996-07-14,04:38,65,72,22,0,89,0,20,-7,E Minor,4,2023-05-26,3HrH0tLPJHsweeAlw3leQO,"SN Music",9A,https://p.scdn.co/mp3-preview/529e285801ff67ddce4ca99e7c73f41931589f11?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519bf18ee39d3ae9968bfb7be0
213,"Ben Bilmem","Yalın",58,80,"turkish pop","Pop","Bir Bakmışsın",2005-04-13,04:24,44,47,51,0,32,0,10,-8,E Minor,4,2023-05-26,5YbygGKXlC5HP55xGtSkx8,"AVRUPA MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/74c248315b38bfabb73f13b1da55f6a97ae87033?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f59991afdff07d111f06a068
214,"Derinden / bazen hayat çok kötü gidiyor ve ben onu nasıl anlatacağımı bilemiyorum","Barış Diri",68,130,"turkish soundtrack","Pop","Derinden / bazen hayat çok kötü gidiyor ve ben onu nasıl anlatacağımı bilemiyorum",2021-01-08,03:05,67,22,82,0,4,0,10,-13,B Minor,4,2023-05-29,1iFGzZThVz7rYr2uqaTffV,"Gloss Musik GmbH",10A,https://p.scdn.co/mp3-preview/99022b856af57bf51fba4af9da8c77a1ebc9a0ee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111e380107fa46eca48608beb
215,"Hayalet Sevgilim","Irem",65,122,"","","Hayalet Sevgilim",2006-02-15,04:48,65,62,3,0,26,0,10,-9,E Minor,4,2023-05-29,4cUO8hsSg24RxA0mr3k9Nl,"SÜPER MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/bf7354f4e24e8fddbac68d4423b442ae3e6a38c2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149900d844d624859e209d48f
216,"Zalim (Ellerine Sağlık) - Remastered","Yalın",56,92,"turkish pop","Pop","Ellerine Sağlık (Remastered)",2004-00-00,04:06,68,66,46,0,72,0,10,-7,B Minor,4,2023-07-07,6aEEq4m2qAuRKV8wr3Y40Y,"Y Prodüksiyon",10A,https://p.scdn.co/mp3-preview/9378fdd37d9fe55d105b17c74b075625b7f92b2f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516ff683bf52ec0d28bb5fae57
217,"Şıkır Şıkır","Gülben Ergen,Mustafa Sandal",67,97,"arabesk, turkish pop","Pop","Hayat Bi Gün...",2011-08-11,03:40,74,66,16,0,59,0,10,-8,A#/B♭ Minor,4,2023-07-07,3e8mKYPfjTv3CZ7f5NRuIs,"SEYHAN MÜZİK PROD.",3A,https://p.scdn.co/mp3-preview/24591419ac9423bf96a63fa8f260cf53fcfc4c11?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ed8489855b4ef44a1aa23c05
218,"Yalan Dünya","Murat Dalkılıç",67,168,"turkish pop","Pop","Bir Güzellik Yap",2012-05-09,03:57,41,83,23,0,48,0,20,-3,B Minor,4,2023-07-12,45NAIrP6VpZC69ESkVQmQl,"KAYA MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/4557be31052a40cb6c41062f337efcbe5750d3aa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485182ffa31dbb0212d91c096d12
219,"Bitmesin","Gökhan Türkmen",57,125,"turkish pop","Pop","Ara",2018-06-01,04:48,68,72,28,0,72,0,10,-6,A Minor,4,2023-07-12,3MHL0Nb0cLfJN4xHpWFNJR,"GTR Müzik",8A,https://p.scdn.co/mp3-preview/3cf445a843be63ea5c8d5b14f24a6594e787d75c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b1752464af5dd2de474e9ada
220,"Fırça","Zeynep Bastık",53,150,"turkish pop","Pop","Fırça",2014-10-31,03:59,59,87,25,0,42,0,10,-5,G Minor,4,2023-07-22,3Vlfg0IreM7wVuZA0zoGDd,"Promore",6A,https://p.scdn.co/mp3-preview/02880afc56dd33598fb80f0f10c1b1e9bf23a696?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160f480a8aa3962660f3ee020
221,"Saz mı Caz mı?","Çağla",60,110,"turkish pop","Pop","Saz mı Caz mı?",2018-06-11,03:27,73,90,1,0,67,0,30,-5,F Minor,4,2023-07-28,2S9yhpb6c8pxxdORB8m6QJ,"DOĞAN MÜZİK YAPIM",4A,https://p.scdn.co/mp3-preview/48c8b991b42c6437fd1921d1f25cfd75ad391e00?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519d06b46100ad90b3564ecd8b
222,"Koparılan Çiçekler","Sertab Erener",57,113,"turkish jazz, turkish pop, turkish singer-songwriter","Jazz, Pop","Rengarenk",2010-06-02,04:27,79,66,38,0,62,0,10,-6,G Minor,4,2023-08-03,5Y6aBIWCeYCYg4wvA7fDuz,"Kala Music",6A,https://p.scdn.co/mp3-preview/fd15fc7f0d9a0cd02847342dd4ed236b2dca577f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851863dc819ca0d49115ec31648
223,"Jest Oldu","Mustafa Sandal",56,190,"turkish pop","Pop","Gölgede Aynı",1996-05-24,04:14,61,73,55,0,94,0,10,-13,A#/B♭ Minor,4,2023-08-23,78Pkg29xG0A9CtJe00NZUW,"ÖZER KARDEŞ KASET",3A,https://p.scdn.co/mp3-preview/c4c90c9e9dce598b2e99dcf5af0272384c284cb0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c4f86711ab37c91bfb0f5eee
224,"Tek Başına","Ayten Alpman",67,93,"classic turkish pop, turkish jazz, turkish modern jazz","Pop, Jazz","Ayten Alpman Klasikleri (Türk Pop Tarihi)",1999-00-00,04:17,28,42,78,0,45,0,40,-8,E Minor,4,2023-08-23,0dmOxu6oiMnXEzxDVJyQGv,"ADA MÜZİK",9A,https://p.scdn.co/mp3-preview/214321a4e93e1b71a4de2daf81060cadbf2e505c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485101c7d91c1193b4508869f6e8
225,"Ben Böyleyim","Ayten Alpman",63,115,"classic turkish pop, turkish jazz, turkish modern jazz","Pop, Jazz","Ayten Alpman Klasikleri (Türk Pop Tarihi)",1999-00-00,03:22,41,41,95,16,56,0,10,-11,F Minor,3,2023-08-30,44ANlZqGoKm61vGckOyLy9,"ADA MÜZİK",4A,https://p.scdn.co/mp3-preview/ab2fac5960ef1403d770953b469953b3d736335c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485101c7d91c1193b4508869f6e8
226,"Hata","Sezen Aksu",70,114,"turkish pop","Pop","Sevgilerimle",1980-08-26,03:03,48,84,32,0,68,0,20,-5,D Minor,4,2023-08-30,5JJw3tdnwfNBpjk41I8aZE,"SN Music",7A,https://p.scdn.co/mp3-preview/4c012c331fb2976d1d7c050a4cefec35c5cf43b1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512a7209953637c1722883711e
227,"Git...","Sezen Aksu",63,70,"turkish pop","Pop","Git",1986-09-02,05:43,33,56,85,0,43,0,20,-9,E Minor,4,2023-08-30,0JkMELb4GH6Cthrn2FlH7B,"SN Music",9A,https://p.scdn.co/mp3-preview/48b026384582eaec94ef32f6af5c2491c53caf51?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511a24d5f7b3a4b33db02b0485
228,"Adımı Kalbine Yaz","Tarkan",65,118,"turkish pop","Pop","Adımı Kalbine Yaz",2010-07-12,05:12,75,91,45,0,76,0,50,-3,F#/G♭ Minor,4,2023-09-15,4gXX2ayvtMf4Tc5DCSHFTH,"HİTT MÜZİK PRD.",11A,https://p.scdn.co/mp3-preview/5efa4fb7eb894581854684b1bc523ad542bb8f57?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516d362a3d334de413e8de137e
229,"Boş Bardak","Fettah Can",60,96,"turkish pop","Pop","Aklımda Kalanlar",2012-03-01,03:46,71,86,44,0,80,0,10,-7,F#/G♭ Minor,4,2023-09-19,2fFoXj2aUlaezPp3SinfSD,"Dokuz Sekiz Müzik",11A,https://p.scdn.co/mp3-preview/1a893f70c38d44152139657c547777315a835e5b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485159c0c2855e0d07d755807d8b
230,"Kıskanıyorum","Göksel",64,175,"turkce slow sarkilar, turkish pop","Pop","Hayat Rüya Gibi...",2010-04-26,03:57,29,47,71,0,59,0,10,-7,C♯/D♭ Minor,3,2023-09-23,0uO8GWUPaORv4UfeyJmFyI,"AVRUPA MÜZİK YAPIM",12A,https://p.scdn.co/mp3-preview/69672c40e14bcda9c5ae88d91d50eee96d73ba78?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516dce96b06b992aec38ff8c9b
231,"Gamzelim","Serdar Ortaç",62,148,"turkish pop","Pop","Yaz Yağmuru",1996-03-01,03:49,76,73,19,0,94,10,0,-11,B Minor,4,2023-09-27,4vh47fS1TvpVaPbs0pY38Z,"BONUS MÜZİK PROD.",10A,https://p.scdn.co/mp3-preview/45dd3876b304d593c97e91d92f64e954d21a91fc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485164a0d2ad12d489828b2c783c
232,"Sensiz Ben Ne Olayım","Yalın",1,95,"turkish pop","Pop","Sensiz Ben Ne Olayım",2018-07-13,03:37,78,76,9,0,70,10,0,-5,A#/B♭ Minor,3,2023-10-11,1d5EFUijIoML9rjAeEQsLT,"DOĞAN MÜZİK YAPIM",3A,,https://i.scdn.co/image/ab67616d00004851262624c3933fd9cf61636c4a
233,"Lüzumsuz Savaş","Murat Dalkılıç",56,160,"turkish pop","Pop","Bir Güzellik Yap",2012-05-09,03:44,48,87,7,0,47,0,20,-4,D Minor,4,2023-10-14,6Q64SYTfZc5berKtnGor1t,"KAYA MÜZİK YAPIM",7A,https://p.scdn.co/mp3-preview/497b70686522db57b76e1fc40482e010d986bbdf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485182ffa31dbb0212d91c096d12
234,"Yaralarını Ben Sarayım","Berk Baysal",51,140,"","","Olmuyor Böyle",2021-11-12,03:58,58,30,60,0,32,0,10,-14,A Minor,4,2023-10-14,2pTwhAbZHkM1CyDYe1k8hl,"Bragi Productions",8A,,https://i.scdn.co/image/ab67616d0000485196e65b9a8a7538669a6f5d15
235,"Olmuyo Böyle","İkiye On Kala",57,98,"turkish pop, turkish rock","Pop, Rock","Olmuyo Böyle",2023-06-09,03:07,64,53,8,0,52,0,30,-12,D Minor,4,2023-10-16,1Vt3664Bg9UqOGgqFIyYsX,"Joojee",7A,https://p.scdn.co/mp3-preview/7917a464202be0c51a183c843f35b7dbf5b4a071?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851adcb3863d4ae344d66de0e3b
236,"Pus","Sufle",69,125,"turkish alt pop, turkish rock","Pop, Rock","Pus",2017-03-31,04:12,61,60,25,0,31,0,0,-10,D Major,4,2023-10-16,6Pw6yPo73bB1dOEDRZkGe0,"AVRUPA MÜZİK YAPIM",10B,https://p.scdn.co/mp3-preview/20d724c8ac0dee5bd4f8d69cf27d4928618b1df9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e80b5956cb38a6c60586202c
237,"Diva Yorgun","Melike Şahin",71,134,"turkish alt pop, turkish pop, turkish singer-songwriter","Pop","Diva Yorgun",2023-06-16,04:19,62,88,33,0,64,0,10,-7,F Major,4,2023-10-16,006oGnrSZevqZTimsD2oh4,"Gülbaba Records",7B,https://p.scdn.co/mp3-preview/118ae3e0aa92a4a425aa6ee62c72ec6484500ccb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cdb9e153a6f6417d785a9f85
238,"Sen İstanbul'sun","Gökhan Türkmen",65,170,"turkish pop","Pop","En Baştan",2018-06-01,04:15,55,59,3,0,45,0,10,-9,G Minor,4,2023-10-16,0IECKI1BORaqZxdZefcp2V,"GTR Müzik",6A,https://p.scdn.co/mp3-preview/0f16f2657f2180b43451f39d2267d3fb4ab4f565?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851db01344ed89dc17b6062b7a3
239,"İyileşiyorum","Sertab Erener",65,178,"turkish jazz, turkish pop, turkish singer-songwriter","Jazz, Pop","Sade",2013-04-13,04:17,47,51,64,0,18,0,10,-5,F Minor,3,2023-10-16,5ZUStL29EBTjtM8ptUrDXc,"GNL&Sertab Erener",4A,https://p.scdn.co/mp3-preview/b261b796f13af9d17f23fe886cc9824b55cda709?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a9c9acfd25a57a1686694638
240,"Haberin Var mı?","Manuş Baba",59,100,"turkish pop, turkish rock","Pop, Rock","Dönersen Islık Çal",2017-04-27,03:15,70,73,56,0,93,0,10,-4,F Major,4,2023-10-17,3e6EfGAwXVHEwP8KiYaVN5,"Kınay Production",7B,https://p.scdn.co/mp3-preview/af7e4f85fe908f9f8f34d54f3b20c06ae864c445?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be43d6bffdf12201926e5d01
241,"Beni Kendinden Kurtar","Perdenin Ardındakiler",66,156,"turkish alt pop, turkish rock","Pop, Rock","Beni Kendinden Kurtar",2019-10-04,03:26,46,31,61,0,24,0,10,-9,E Minor,4,2023-10-17,4LW7pZxqjg9y3W1k3tHCJv,"Yeşil Oda Yapım",9A,https://p.scdn.co/mp3-preview/f39f60caf9dd4492e9e393d2685084dd207ed5fd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485172c1ee3a40e0831f70116739
242,"Ahu","Mabel Matiz",67,122,"turkish pop","Pop","Gök Nerede",2015-02-23,03:34,69,67,15,0,80,0,0,-6,A Major,4,2023-10-17,5dIFM4dkwEjMnFppbHTsEA,"DOĞAN MÜZİK YAPIM",11B,https://p.scdn.co/mp3-preview/8459d6c42fe7cb4ba301538b3b8fafc0b4f5d114?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517b52fb76888fc05880db10c8
243,"Bir Beyaz Orkide","Cihan Mürtezaoğlu",67,92,"turkish alt pop, turkish rock","Pop, Rock","Bitsin Bu Delilik",2016-09-30,03:45,65,47,66,0,53,0,10,-11,A Minor,4,2023-10-17,0sca1GWjRFxM081N1hrO6N,"Dokuz Sekiz Müzik",8A,https://p.scdn.co/mp3-preview/d2dc4e927d1b91f9ddbdfec089d6e299d96f4233?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ac8efa047807774906331c87
244,"Sustum","Evdeki Saat",55,120,"turkish alt pop, turkish alternative rock, turkish rock","Pop, Rock","Sustum",2022-04-29,03:32,64,80,2,0,94,0,10,-10,F#/G♭ Major,4,2023-10-18,6IXDRacqWKBzee5DgsLRVf,"Clockwork",2B,https://p.scdn.co/mp3-preview/98e57ad42102648bb9c876b5f04de07195ba5934?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485143ce4b36a07fecd9e45a2f61
245,"En Dibine Kadar","Dedublüman,Mavzer Tabancas",73,100,"turkce slow sarkilar, ","Pop","En Dibine Kadar",2022-12-09,03:00,50,59,1,30,26,0,20,-6,E Minor,4,2023-10-18,63PMAvGnETFoRUPXr440eI,"AVRUPA MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/e83b57ebf76554cbf389362e643e7b6db8141a75?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f0ec23f47b77b05fcd2c82bb
246,"Sadece","Kalben",69,86,"turkish rock, turkish singer-songwriter","Rock, Pop","Kalben",2016-02-05,02:55,40,45,65,0,22,0,10,-6,E Minor,4,2023-10-21,5PBCWGudD3lw0Qhk7jLMUo,"DOĞAN MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/d75803a3c367db906281891c0d235f5046fe679e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e0606d2814f3b2a77be19a45
247,"Ağla Halime","Ferdi Özbeğen",52,98,"classic turkish pop, uyghur pop","Pop","Nice Yıllara",1980-00-00,03:53,49,35,82,0,47,0,10,-14,A#/B♭ Major,4,2023-10-21,21uJl7o5XrIiTGAam6aqFy,"YAŞAR KEKEVA PLAKÇILIK",6B,https://p.scdn.co/mp3-preview/24afe2dc47464cd22a6a1a22fd0466b612d4a412?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515155b74de0e4cb5213e079b0
248,"Bırakma Kendini","Kaan Boşnak",66,104,"turkish alt pop, turkish rock","Pop, Rock","Bırakma Kendini",2020-04-09,04:00,65,57,41,0,58,0,0,-11,A Minor,4,2023-10-21,087cds8zjbUmokjg2jdMOp,"Hayırsız",8A,https://p.scdn.co/mp3-preview/d9602ff2b99c7af52f223c50824620ff60ea2c1f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510c052354cf9a245baeacb2da
249,"Unut Onu Kalbim","Yusuf Güney",52,124,"karadeniz pop, karadeniz turkuleri, turkish pop","Pop","Aşka İnat",2010-04-28,03:38,64,79,48,0,72,0,0,-5,D#/E♭ Minor,4,2023-10-21,1cm5POm6pdd4BAVvAQyIUu,"EMRE GRAFSON MÜZİK",2A,https://p.scdn.co/mp3-preview/9c8da5d64c02e21dc91e7956fa780842706feb56?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf7d09062850c300743700d9
250,"Oflaya Oflaya - Ceceli Versiyon","Burcu Güneş",54,135,"turkish pop, turkish singer-songwriter","Pop","Gül Kokusu",2012-12-14,03:50,66,67,79,0,56,0,10,-6,G#/A♭ Minor,4,2023-10-22,5dSfu5BBJkFU6GRii5kVDr,"GNL",1A,https://p.scdn.co/mp3-preview/ce55d72ddab4dca9182994387051b42c27f4409e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c9f85dcf10ccf461d8de8fb4
251,"Kasaba","Murat Dalkılıç",59,128,"turkish pop","Pop","Kasaba",2008-11-04,04:03,76,84,11,0,78,0,10,-6,C Minor,4,2023-10-22,4hOkgEGV7e0kW52AclkInL,"Dokuz Sekiz Müzik",5A,https://p.scdn.co/mp3-preview/2d0367ca3fc8ac13dbd451ba5433298dea3650e7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851df83eae80fe3630ffc915075
252,"Zorun Ne Sevgilim","İrem Derici",60,127,"turkish pop","Pop","İrem Derici Tüm Şarkıları",2015-08-14,03:43,78,78,4,0,66,0,10,-5,F#/G♭ Major,4,2023-10-22,3vIxAla0T4d8cAQIlELv4l,"İD Müzik",2B,https://p.scdn.co/mp3-preview/291aed439bdfcf59db664089c2facf0b47cf05e8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b45b706cde7b8a4a0d9811db
253,"Suya Hapsettim","Deniz Seki",49,100,"turkish pop","Pop","Sözyaşlarım...",2011-02-04,05:24,63,73,65,0,71,0,10,-5,E Minor,4,2023-10-22,5YVpQUm54Z9vYxTvhjScfg,"SEYHAN MÜZİK PROD.",9A,https://p.scdn.co/mp3-preview/610e41ce1ffb8bde0af6a76e6fe7982ec58d4460?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517c7b024be71537b417eb9bf6
254,"Aşinayız","Murat Dalkılıç,Oğuzhan Koç",57,127,"turkish pop","Pop","Aşinayız",2017-08-20,04:12,65,93,2,0,58,0,10,-6,D Minor,4,2023-10-22,1EPgODCdz5rApl9naW8Q2r,"Poll Production",7A,https://p.scdn.co/mp3-preview/1a31a8ad4ec01375519b57d2ca992804e53c89da?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517d2346f0b182d3ca656e9f99
255,"Unuttun mu Beni?","Soner Sarıkabadayı,Ozan Çolakoğlu",60,120,"turkish pop","Pop","Taş (Extended)",2016-01-15,03:55,75,78,10,0,67,0,20,-6,B Minor,4,2023-10-22,4OVSRpV6vmF4wIkRdQ7HKZ,"PDND MÜZİK PROD.",10A,https://p.scdn.co/mp3-preview/e119b47ed2b1c8675442637685113825100a3f09?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c29671f6db08b061a3a23142
256,"Sen de Gidersen","Bora Duran",53,150,"turkish pop","Pop","İnsan",2013-12-11,04:41,46,70,8,0,33,0,10,-4,E Minor,4,2023-10-22,4LwvcT2GEcDDC3RKp3AUlm,"PASAJ",9A,https://p.scdn.co/mp3-preview/5d1d769004c2862e1e6f8f6f4d4bcc47b1ae3a82?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516bc83ad80364c09833a5c50c
257,"Gökyüzünde","Zakkum",62,74,"turkish pop, turkish rock","Pop, Rock","Her Gün Sonbahar",2013-09-25,03:51,55,60,46,0,68,0,0,-5,A#/B♭ Minor,4,2023-10-24,5NLKFN1tBqprNYo8Vw6dh7,"Zakkum Müzik",3A,https://p.scdn.co/mp3-preview/15bf54baaf910236fc5401ac92bc86f93f668e27?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511d4253a7c38b05cdf3eafd66
258,"Olmasa Da Olur","Yalın",68,90,"turkish pop","Pop","Sen En Güzelsin",2012-07-04,03:44,74,60,14,0,81,0,10,-7,E Minor,4,2023-10-24,51YqQoQqrsxMMBmc01d68a,"AVRUPA MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/965a25469cdbb9ab6061a5d3276396e7007ced5c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485150de224d29ddcb8353c4db8a
259,"Hikayem Bitmedi","Can Bonomo",63,100,"turkish pop, turkish rock","Pop, Rock","Bulunmam Gerek",2014-12-15,03:04,64,83,38,0,50,10,30,-5,B Minor,4,2023-10-30,5YUjVwnxQeYJAxq6bElGWU,"AVRUPA MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/f6308dcf3510bdeaf32b33aea926db7ffe81b867?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485180cb1ec0ca1c857dfccecfde
